Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Adj Close Diff
1986-12-15,0.0,10.125,9.875,9.875,9.875,2.2833762700353364,,
1986-12-16,0.0,10.0,9.75,9.75,9.75,3.6074250118152382,-1.2658227848101222,-0.125
1986-12-17,0.0,9.875,9.75,9.75,9.75,1.1747481568783547,0.0,0.0
1986-12-18,0.0,9.875,9.75,9.75,9.75,-0.2964171117659809,0.0,0.0
1986-12-19,0.0,9.875,9.625,9.625,9.625,0.19221992389088774,-1.2820512820512775,-0.125
1986-12-22,0.0,9.375,9.125,9.125,9.125,0.22374489393326635,-5.1948051948051965,-0.5
1986-12-23,0.0,9.75,9.375,9.375,9.375,-0.5591251954524694,2.7397260273972712,0.25
1986-12-24,0.0,9.75,9.5,9.5,9.5,-0.7850541474228495,1.333333333333342,0.125
1986-12-26,0.0,9.75,9.5,9.5,9.5,-0.8533582491813365,0.0,0.0
1986-12-29,0.0,9.75,9.5,9.5,9.5,-0.7535291773804709,0.0,0.0
1986-12-30,0.0,9.75,9.5,9.5,9.5,-0.49607525536771213,0.0,0.0
1986-12-31,0.0,9.875,9.75,9.75,9.75,-0.679970913948254,2.6315789473684292,0.25
1987-01-02,0.0,9.875,9.75,9.75,9.75,-0.8953915425711747,0.0,0.0
1987-01-05,0.0,10.125,9.875,9.875,9.875,-0.37522953687192745,1.2820512820512775,0.125
1987-01-06,0.0,10.125,9.875,9.875,9.875,-1.0635247161305272,0.0,0.0
1987-01-07,0.0,10.0,9.875,9.875,9.875,-0.6064126505160373,0.0,0.0
1987-01-08,0.0,9.875,9.625,9.625,9.625,-0.5381085487575503,-2.5316455696202556,-0.25
1987-01-09,0.0,10.0,9.75,9.75,9.75,-1.0267455844144189,1.298701298701288,0.125
1987-01-12,0.0,10.0,9.75,9.75,9.75,-0.8218332791389579,0.0,0.0
1987-01-13,0.0,10.0,9.75,9.75,9.75,-0.8533582491813365,0.0,0.0
1987-01-14,0.0,10.0,9.75,9.75,9.75,-0.7377666923592816,0.0,0.0
1987-01-15,0.0,10.0,9.75,9.75,9.75,-0.9636956443296617,0.0,0.0
1987-01-16,0.0,9.875,9.75,9.75,9.75,-0.679970913948254,0.0,0.0
1987-01-19,0.0,9.75,9.5,9.5,9.5,-0.18082555494392594,-2.564102564102566,-0.25
1987-01-20,0.0,9.75,9.625,9.625,9.625,-0.706241722316903,1.3157894736842035,0.125
1987-01-21,0.0,10.0,9.625,9.625,9.625,-1.0057289377194998,0.0,0.0
1987-01-22,0.0,10.25,9.875,9.875,9.875,-0.3804836985456572,2.5974025974025983,0.25
1987-01-23,0.0,10.25,10.0,10.0,10.0,0.6913652828952159,1.2658227848101333,0.125
1987-01-26,0.0,10.125,9.75,9.75,9.75,-0.9426789976347426,-2.500000000000002,-0.25
1987-01-27,0.0,10.125,9.75,9.75,9.75,-1.0109830993932296,0.0,0.0
1987-01-28,0.0,10.0,9.75,9.75,9.75,-1.0162372610669594,0.0,0.0
1987-01-29,0.0,10.0,9.625,9.625,9.625,-0.4172628302617656,-1.2820512820512775,-0.125
1987-01-30,0.0,10.0,9.625,9.625,9.625,-1.00047477604577,0.0,0.0
1987-02-02,0.0,10.0,9.625,9.625,9.625,-0.9164081892660937,0.0,0.0
1987-02-03,0.0,9.875,9.625,9.625,9.625,-0.9636956443296617,0.0,0.0
1987-02-04,0.0,10.0,9.625,9.625,9.625,-0.6694625906007945,0.0,0.0
1987-02-05,0.0,10.25,10.0,10.0,10.0,-0.23862133335495342,3.8961038961038863,0.375
1987-02-06,0.0,10.25,10.0,10.0,10.0,-0.6011584888423075,0.0,0.0
1987-02-09,0.0,10.375,10.25,10.25,10.25,0.7701777080011625,2.499999999999991,0.25
1987-02-10,0.0,10.625,10.25,10.25,10.25,-0.1860797166176557,0.0,0.0
1987-02-11,0.0,10.75,10.5,10.5,10.5,-0.4330253152829549,2.4390243902439046,0.25
1987-02-12,0.0,11.375,11.125,11.125,11.125,-0.11252145318543894,5.952380952380953,0.625
1987-02-13,0.0,12.0,11.75,11.75,11.75,-0.2911629500922511,5.617977528089879,0.625
1987-02-17,0.0,12.25,12.0,12.0,12.0,-0.26489214172360226,2.127659574468077,0.25
1987-02-18,0.0,12.25,12.0,12.0,12.0,0.03459507367899463,0.0,0.0
1987-02-19,0.0,11.75,11.625,11.625,11.625,-0.012692381384573301,-3.125,-0.375
1987-02-20,0.0,12.375,12.0,12.0,12.0,0.0923908520900221,3.2258064516129004,0.375
1987-02-23,0.0,12.375,12.125,12.125,12.125,-0.45929612365160377,1.041666666666674,0.125
1987-02-24,0.0,12.375,12.125,12.125,12.125,-0.7009875606431731,0.0,0.0
1987-02-25,0.0,12.375,12.25,12.25,12.25,-0.7797999857491197,1.0309278350515427,0.125
1987-02-26,0.0,12.5,12.25,12.25,12.25,-0.842849925833877,0.0,0.0
1987-02-27,0.0,12.5,12.25,12.25,12.25,-0.9216623509398235,0.0,0.0
1987-03-02,0.0,12.5,12.125,12.125,12.125,-1.021491422740689,-1.0204081632653073,-0.125
1987-03-03,0.0,12.5,12.125,12.125,12.125,-0.9952206143720402,0.0,0.0
1987-03-04,0.0,12.625,12.375,12.375,12.375,-0.6431917822321457,2.0618556701030855,0.25
1987-03-05,0.0,13.125,13.0,13.0,13.0,0.22899905560699613,5.050505050505061,0.625
1987-03-06,0.0,13.0,12.75,12.75,12.75,-0.5328543870838205,-1.9230769230769273,-0.25
1987-03-09,0.0,13.0,12.75,12.75,12.75,-0.8953915425711747,0.0,0.0
1987-03-10,0.0,12.75,12.625,12.625,12.625,-0.8113249557914983,-0.9803921568627416,-0.125
1987-03-11,0.0,13.125,12.875,12.875,12.875,0.5652654027257014,1.980198019801982,0.25
1987-03-12,0.0,13.625,13.25,13.25,13.25,-0.5223460637363609,2.9126213592232997,0.375
1987-03-13,0.0,14.0,13.625,13.625,13.625,-0.7797999857491197,2.8301886792452935,0.375
1987-03-16,0.0,15.0,14.75,14.75,14.75,0.4128947141875381,8.25688073394495,1.125
1987-03-17,14.75,14.75,14.75,14.75,14.75,-1.1003038478466356,0.0,0.0
1987-03-18,0.0,13.75,13.375,13.375,13.375,-0.5170919020626312,-9.322033898305083,-1.375
1987-03-19,0.0,13.625,13.25,13.25,13.25,-0.5748876804736587,-0.9345794392523366,-0.125
1987-03-20,0.0,14.125,13.875,13.875,13.875,-0.8165791174652282,4.716981132075482,0.625
1987-03-23,0.0,14.0,13.75,13.75,13.75,-1.0372539077618785,-0.9009009009009028,-0.125
1987-03-24,0.0,13.75,13.375,13.375,13.375,-1.0372539077618785,-2.7272727272727226,-0.375
1987-03-25,0.0,13.75,13.375,13.375,13.375,-1.047762231109338,0.0,0.0
1987-03-26,0.0,14.375,14.125,14.125,14.125,-0.44353363863041445,5.607476635514019,0.75
1987-03-27,0.0,14.125,13.875,13.875,13.875,-0.8638665725287961,-1.7699115044247815,-0.25
1987-03-30,0.0,13.75,13.5,13.5,13.5,-0.6852250756219839,-2.7027027027026973,-0.375
1987-03-31,0.0,13.75,13.5,13.5,13.5,-1.00047477604577,0.0,0.0
1987-04-01,0.0,13.375,13.125,13.125,13.125,-0.5170919020626312,-2.777777777777779,-0.375
1987-04-02,0.0,13.5,13.375,13.375,13.375,-0.8901373808974449,1.904761904761898,0.25
1987-04-03,0.0,13.75,13.5,13.5,13.5,-0.8008166324440388,0.9345794392523255,0.125
1987-04-06,0.0,13.75,13.5,13.5,13.5,-0.9689498060033914,0.0,0.0
1987-04-07,0.0,14.125,13.625,14.125,14.125,-0.2806546267447916,4.629629629629628,0.625
1987-04-08,0.0,14.125,13.5,13.5,13.5,-0.637937620558416,-4.424778761061942,-0.625
1987-04-09,0.0,13.75,13.5,13.5,13.5,-0.7430208540330113,0.0,0.0
1987-04-10,0.0,13.625,13.5,13.625,13.625,-0.8060707941177686,0.92592592592593,0.125
1987-04-13,0.0,13.5,13.5,13.5,13.5,-1.074033039477987,-0.917431192660545,-0.125
1987-04-14,0.0,13.25,12.75,13.25,13.25,-0.501329417041442,-1.851851851851849,-0.25
1987-04-15,0.0,13.5,13.125,13.25,13.25,-0.7272583690118221,0.0,0.0
1987-04-16,0.0,13.5,13.125,13.5,13.5,-0.7850541474228495,1.8867924528301883,0.25
1987-04-20,0.0,13.375,13.125,13.375,13.375,-1.0319997460881487,-0.92592592592593,-0.125
1987-04-21,0.0,13.375,13.125,13.375,13.375,-1.021491422740689,0.0,0.0
1987-04-22,0.0,13.5,13.125,13.125,13.125,-1.0582705544567976,-1.869158878504673,-0.25
1987-04-23,0.0,13.375,13.125,13.25,13.25,1.0801732467512188,0.952380952380949,0.125
1987-04-24,0.0,13.375,13.125,13.125,13.125,-0.8848832192237152,-0.9433962264150941,-0.125
1987-04-27,0.0,13.125,12.5,12.5,12.5,-0.5748876804736587,-4.761904761904767,-0.625
1987-04-28,0.0,12.25,12.25,12.25,12.25,-1.047762231109338,-2.0000000000000018,-0.25
1987-04-29,0.0,12.5,12.25,12.5,12.5,-0.679970913948254,2.0408163265306145,0.25
1987-04-30,0.0,12.5,12.125,12.125,12.125,-1.0319997460881487,-3.0000000000000027,-0.375
1987-05-01,0.0,12.125,12.125,12.125,12.125,-1.095049686172906,0.0,0.0
1987-05-04,0.0,12.125,12.125,12.125,12.125,-0.911154027592364,0.0,0.0
1987-05-05,0.0,12.25,12.125,12.25,12.25,-1.0845413628254463,1.0309278350515427,0.125
1987-05-06,0.0,12.625,12.5,12.5,12.5,-0.5170919020626312,2.0408163265306145,0.25
1987-05-07,0.0,12.625,12.625,12.625,12.625,-1.074033039477987,1.0000000000000009,0.125
1987-05-08,0.0,12.625,12.25,12.625,12.625,-0.9584414826559319,0.0,0.0
1987-05-11,0.0,12.5,12.25,12.25,12.25,-0.8953915425711747,-2.970297029702973,-0.375
1987-05-12,0.0,12.25,12.125,12.25,12.25,0.27103234899683426,0.0,0.0
1987-05-13,0.0,12.25,12.0,12.0,12.0,-0.911154027592364,-2.0408163265306145,-0.25
1987-05-14,12.0,12.0,12.0,12.0,12.0,-1.1003038478466356,0.0,0.0
1987-05-15,0.0,12.125,11.75,11.75,11.75,-0.8953915425711747,-2.083333333333337,-0.25
1987-05-18,0.0,12.0,11.5,11.75,11.75,-0.7377666923592816,0.0,0.0
1987-05-19,0.0,11.5,11.375,11.5,11.5,-0.679970913948254,-2.127659574468088,-0.25
